Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
,,Students who have completed at least 29.1 credits and are enrolled in a major may apply for this minor using the LionPATH 'Update Academics' tool. A student’s cumulative grade-point average must be at least 2.0 at the time of application to the minor.,,True,False,True,False,False,,,program,Minor in Nuclear Engineering,https://bulletins.psu.edu/undergraduate/colleges/engineering/
,,"The minor is available to students in any major except Nursing. To be eligible for the minor, a student must have completed at least 28.1 credits and have a cumulative grade-point average of at least 2.00. The college will accept students into the minor on a first-come, first-served basis, as space allows. The minor must be declared before the beginning of the student's final semester. Students apply for the minor in LionPATH.",,True,False,False,False,False,,,program,Minor in Nursing,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in at least fifth-semester standing and have a 2.00 or higher grade-point average.",,True,False,False,False,False,,,program,Minor in Nutrition,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,,,False,False,False,,,,,program,Minor in Occupational Science,https://bulletin.auburn.edu/undergraduate/minors/
,,"A student must have a minimum cumulative grade-point average of 2.00 to be admitted to a minor. To graduate with a minor, a student must earn at least a C grade in each course required for the minor. At least six (6) credits of the minor must be separate from any other combination of majors, minors, options, or certificates.",,True,False,True,False,False,,,program,Minor in Operations and Supply Chain Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To enter the minor, students must have earned a minimum of 30 credits and have a 2.00 cumulative grade-point average. A grade of C or better is required for all courses in the minor. To graduate with a minor, at least six credits of the minor must be unique from the prescribed courses required by a student's major program.",,True,False,False,False,False,,,program,Minor in Organizational Leadership,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to apply for this minor, students must have at least third-semester standing. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six (6) credits of the minor must be separate from any other degree or minor the student is pursuing.",,True,False,False,False,False,,,program,Minor in Peace and Conflict Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must have completed at least 28.1 credits and be enrolled in a degree program.",,True,False,False,False,False,,,program,Minor in Philosophy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A student may apply for a minor after having earned at least 30 credits (including at least 15 Penn State credits) and before the end of the student's final semester. A student must have at least a 2.00 cumulative grade-point average to be eligible to apply for a minor. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 41-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,True,False,False,,,program,Minor in Physics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, a student must have completed at least 18 credits at Penn State and must be currently enrolled in a baccalaureate degree program. A student must also be in good academic standing.",,True,False,True,False,False,,,program,Minor in Planetary Science and Astronomy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be separate from any other degree or minor the student is pursuing.",,True,False,True,False,False,,,program,Minor in Plant Pathology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"This minor is open to all students. To be eligible for the minor, students must have a minimum cumulative GPA of 2.0. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits of the minor must be the 400-level.",,True,False,False,False,False,,,program,Minor in Political Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,At least 30.0 credits must be completed with a cumulative grade-point average of 2.0 or higher.,,True,False,False,False,False,,,program,Minor in Portuguese,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better in PSYCH 100 is required for admission to the minor. A grade of C or better is required for all courses in the minor.,,True,False,False,False,False,,,program,Minor in Psychology,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/psychology-minor/psychology-minor.pdf
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Public Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Entrance to Minor: A student may apply for the minor in LionPATH. To graduate with a minor, a student must have a minimum grade point average of 2.00 in the courses that are required for the minor. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s). A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,"Minor in Recreation, Park, and Tourism Management",https://hhd.psu.edu/rptm/news
,,"To be admitted to the minor, a student must have at least a 2.0 GPA.",,True,False,False,False,False,,,program,Minor in Rehabilitation and Human Services,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To graduate with a minor in Religious Studies, a student must earn a grade of C or better in all courses specified for the minor. At least six (6) credits of the minor must be unique from the prescribed courses required by a student's major and at least six (6) credits of the minor must be at the 400-level. At least third-semester classification is required to declare the minor.",Not Required,True,False,False,False,False,,,program,Minor in Religious Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for admission to a minor, a student must be enrolled in a degree-seeking program and must have a cumulative grade-point average of at least 2.00. Students must apply to a minor through the Update Academics link in LionPATH. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits must be at the 400 level.",,True,False,False,False,False,,,program,Minor in Russian,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be at least fifth-semester standing. A grade of C or better is required for all courses in the minor.",,True,False,True,False,False,,,program,Minor in Security and Risk Analysis,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,At least a 2.00 cumulative grade-point average is required for admission to the minor.,,True,False,False,False,False,,,program,Minor in Sexuality and Gender Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Graduate students with appropriate backgrounds and interests who are enrolled in a Penn State doctoral program may apply for a Graduate Minor in Social Data Analytics. The student's program must be approved by the Social Data Analytics Graduate Program Committee and by the Graduate School. To receive the minor, a student must complete the requirements for the SoDA doctoral program with the exception of the internship and the dissertation. Requirements for a minor include at least 15 credits of SoDA coursework.",,False,False,False,False,False,,,program,Minor in Social Data Analytics,https://bulletins.psu.edu/graduate/programs/majors/social-data-analytics/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits of the minor must be at the 400-level.",,True,False,False,False,False,,,program,Minor in Sociology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Admission to the minor is granted to any student who has completed SPAN 3 or SPAN 10 or the equivalent. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the 400-level courses must be taken at Penn State.",Not Required,True,False,False,False,False,,,program,Minor in Spanish,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students must have a 2.00 or higher cumulative grade-point average and have attained at least third-semester classification (29.1 credits) to be eligible to apply for a minor. To graduate with a minor in Special Education, students must earn a C or better in all courses in the minor. At least six credits of the 18 credits required for the minor must be at the 400-level.",,True,False,False,False,False,,,program,Minor in Special Education,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be separate from any other degree or minor the student is pursuing.",,True,False,True,False,False,,,program,Minor in Statistics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students may apply for the minor once they have been accepted into a major. All students must complete an online application to be considered for admission to the SCIS minor. To be eligible for admission to the minor, students must have a minimum cumulative GPA of 3.20. Note that the application process is competitive and meeting the minimum GPA does not guarantee admission. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in Supply Chain and Information Systems,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Students may apply for admission to the minor in Sustainability Leadership through the LionPATH 'Update Academics' function.,,True,False,False,False,False,,,program,Minor in Sustainability Leadership,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Students must have a 2.00 cumulative grade-point average to be eligible for admission to a minor.,,True,False,False,False,False,,,program,Minor in Technical Writing,https://www.programs.cptsc.org/Content/B-US_Programs/P-T/Penn%20State%20University%20Berks.htm
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s). To be admitted to the minor, students must be in at least their third semester at Penn State and have a minimum GPA of 2.0.",,True,False,False,False,False,,,program,Minor in Theatre,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A student must complete ART 110S or ART 111 before applying to the minor. Students must also have a minimum cumulative GPA of 2.00 to be admitted to the minor.,,True,False,False,False,False,,,program,Minor in Visual Arts,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To graduate with a minor, students must earn at least a C grade in each course for the minor and at least six credits of the minor must be at the 400-level. Students must have a 2.00 cumulative grade-point average to be eligible to add a minor.",,True,False,True,False,False,,,program,Minor in Wildlife and Fisheries Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Women's Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
