Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Concentration.1,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Bachelor of Arts in Chemistry Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"To apply for the Bachelor of Arts in Chemistry Education, you must complete the Common App. You will also be required to submit your official transcript. You may choose to submit standardized test scores and/or letters of recommendation. [12]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,"['Biochemistry Track', 'Physical Chemistry Track']",,"Offered by Chemistry and Biochemistry, the Chemistry Education, B.A. provides a curriculum that gives students a solid foundation in chemistry and the coursework necessary for certification to teach chemistry at the secondary level. [3] It is considered crucial that graduates be fully trained chemists, capable of working in a range of technical positions outside of secondary education. [3] The curriculum also seeks to expand the scientific background/perspective of graduates by requiring courses in other scientific disciplines as well as a science history course. [3]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,The chemistry program is certified by the American Chemical Society. The education component of the B.A. in Chemistry Education is accredited by the Council for the Accreditation of Educator Preparation (CAEP).,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Chemistry,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,Required,,Not Required,,True,False,,,,,,True,False,False,False,True,True,True,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,68.0,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Science in Chemistry,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,,Not Required,,True,False,,,,,,False,,,,False,False,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Arts in Mathematics,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,"['Traditional Track', 'Education Track for Secondary Certification']",,"The mathematics component of the Bachelor of Arts program surveys the classical areas of mathematics—analysis, algebra and geometry—and their history. Courses in statistics and in computer science provide a taste of two relatively young branches of the mathematical sciences. The B.A. degree provides a strong background in mathematics and is especially appropriate for students who intend to pursue careers in such fields as secondary education, law, business or medicine. The B.A. requirements are more flexible than those for the B.S. For instance, there is a modern language requirement and a related course requirement specifically designed to accommodate subject matter outside the Department of Mathematics and Statistics. To examine the remarkable variety of possibilities, see the requirements for the B.A. listed below.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Mathematics,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"The application requirements for freshman applicants include the Common Application, an official high school transcript, and an essay/personal statement (submitted as part of the Common Application). [0, 2] A letter of recommendation is recommended but not required. [0]",Not Required,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,"['Specialty toward Graduate Studies', 'Specialty in Applied Mathematics', 'Specialty in Optimization and Operations Research', 'Specialty in Actuarial Science', 'Specialty in Statistical Sciences', 'Specialty in Mathematics Education']",,"This major is designed to give students a broad perspective on various fields of mathematics, especially areas closely associated with applications, such as mathematical modeling, differential equations, numerical algorithms, and statistical analysis. [5] Within the major, you can pursue a few specialties: graduate studies, applied mathematics, optimization and operations research, actuarial science, statistical sciences, or mathematics education. [5] You can choose from either a Bachelor of Arts or Bachelor of Science (B.S.); the B.S. includes additional core courses in mathematical analysis and physics as well as additional electives and supplementary requirements. [5]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Arts in Physics Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"General application requirements for graduate programs are not specified at the institute level; applicants are directed to the individual program of study to determine the specific materials required. For undergraduates, UMBC has a test-optional policy regarding SAT and ACT scores.",Not Required,,True,True,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,Physics Education,,"Students enrolled in the Physics Education, B.A. satisfy requirements in physics, education and those needed for teacher certification. Students in this program work closely with advisors in both Physics and Education when choosing courses. [10]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based, Departmental",FALSE,,,FALSE,FALSE,,,
,Bachelor of Science in Physics,,,,,Undergraduate,Fall 2026,,,,,,,,"General requirements for graduate admission include a bachelor's degree from a regionally accredited university and a minimum GPA of 3.0, though some programs may have higher requirements. [2] For undergraduate admission, requirements include submission of an application, an official high school transcript, a list of senior year courses, an essay, and a non-refundable application fee. [1] The submission of standardized test scores (ACT/SAT) is optional for most undergraduate applicants. [1, 4]",,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,"['Professional Track', 'Secondary Education Certification Track', 'Applied Physics Track']",,"The B.S. in Physics is a rigorous program that prepares students for graduate studies in physics and other physical sciences, or for a wide variety of careers in industry, technology, and government labs. The curriculum provides a strong foundation in the fundamental areas of physics, including mechanics, electricity and magnetism, thermal physics, and quantum mechanics. Students also have the opportunity to take advanced courses in specialized areas such as astrophysics, condensed matter physics, and optics.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Science in Statistics,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mathematical Statistics Track', 'Applied Statistics Track']",,"The Program in Statistics

Statistics is the science and art of making inferences from data under conditions of uncertainty. The practice of statistics requires not only an understanding of statistical techniques, but also some understanding of the nuances of the problem requiring statistical analysis - whether it is in the social or physical sciences, engineering, medicine or business.

The major program leading to a B.S. in Statistics, offered by the Department of Mathematics and Statistics, is geared toward the above goal. The educational program is designed to give students a broad perspective on the theory and applications of statistics. In particular, the interdisciplinary curriculum structure of the program helps develop skills in the application of statistical methods to a variety of disciplines. The university’s state-of-the-art computing facilities are available to all students and are used in conjunction with instruction. UMBC is the only institution in Maryland offering an undergraduate major in statistics.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Science in Translational Life Science Technology,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"To apply, prospective students must complete the Common App, which includes a personal essay. [2] Applicants are also required to submit an official high school transcript. [4] International students may have additional requirements, such as credential evaluations for transcripts from outside the U.S. [2, 4]",Not Required,,True,False,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,Bioinformatics,,"UMBC's Bachelor of Science in Translational Life Science Technology is a unique degree designed to help you claim your future in the competitive biotechnology industry. [1] This degree program combines the theory of a traditional life science degree with hands-on, real-world applications of the process for turning scientific discoveries into real life-saving solutions. [1] When you complete your degree, you will have a comprehensive understanding of science, mathematics, engineering, and lab-based research as they apply to the design and development of diagnostics, therapeutics, vaccines, and other biotechnology products answering current and emerging health and environment risks. [1] Students in the Bioinformatics track will also receive extensive training in computer systems, bioinformatics, machine learning and artificial intelligence. [1]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Fine Arts in Acting,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Admission to the B.F.A. in Acting is by audition, usually at the end of the freshman year. All students who wish to pursue the B.F.A. must first be accepted into the B.A. program in theatre. B.F.A. acting candidates are expected to demonstrate commitment to the program through participation in productions and in all appropriate classes. At the audition, the student will be expected to perform a prepared audition piece and to demonstrate, through an interview, a commitment to the profession and to the training. A 3.0 GPA in theatre courses is also required for admission to the B.F.A. track. In addition to departmental admission, students must meet all university general education and graduation requirements.",Not Required,,False,False,,,,,,,,,,,,,,,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"Scholarships for in-state students may be in the amount of $5,000, $10,000, or $15,000 per academic year. For out-of-state students, the amounts are $10,000, $15,000, or $22,000 per academic year. [3, 5]",,"Merit-based, Talent-based",FALSE,,,FALSE,FALSE,,,
,Bachelor of Arts in Africana Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"To apply for the Bachelor of Arts in Africana Studies, you need to complete the Common App. Required supporting documents include your official transcript and an international transcript if applicable. Applicants may also choose to submit standardized test scores and/or letters of recommendation. [14]",Not Required,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,Community Involvement Studies,,"The Department of Africana Studies (AFST) provides students of all ethnic, national, and cultural backgrounds the necessary tools to understand, critically evaluate, analyze, and interpret events and phenomena that structure the experiences, possibilities and dynamics of the people of African descent in the United States, Africa and its diasporas. [2] AFST students are offered a broad array of courses addressing cultural, economic, historical, political, psychological, and sociological issues that affect peoples of African descent from diverse disciplinary and comparative perspectives. [2]

Africana Studies at UMBC offers a rigorous and challenging academic program that prepares students to think and write critically and clearly, engage in research and service, argue persuasively, and effectively solve problems. [2] Africana Studies adopts an interdisciplinary approach that is sensitive to the interests and outlook of the people of African descent and their contributions to the interdependent global world through teaching, research, and service in human development and civilization, arts and the sciences. [2] Students may pursue the standard major in Africana studies or a concentration in community involvement studies. [2] Many students find it productive to combine Africana studies with another discipline in a dual major. [2] Students also may minor in Africana studies. [2] Students who select the major or double-major in Africana Studies have the opportunity to apply classroom knowledge through internships or field research. [2]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
